1025.484863	1024.089249	1019.659547	96.35920386	126.2096564	258.7512213	8.240127646	8.70936613	11.42303391	1025.531844	1024.150868	1019.786421	7.36619731	6.209627269	7.212937753	35.25662671	54.32955434	83.36202005	2.097472947	3.22737894	5.69206572	0.099850362	0.198384754	1.307855695	20.82768468	-67.92978552	-36.68237098	0.188863529	-0.375900365	-0.232310903	3.37E+07	3.36E+07	3.33E+07
1026.659947	1022.831714	1017.178628	142.0093597	202.6294828	934.576927	8.991605349	12.18953945	23.74388465	1026.729106	1022.930762	1017.637921	7.346094595	11.25038399	15.29171004	55.68520882	56.18346912	119.9738826	4.43778684	2.171316729	2.679481876	1.041457884	0.057428632	-9.60E-04	22.404366	31.88227818	-36.78199112	0.13207568	0.073263979	-0.100964622	3.37E+07	3.35E+07	3.31E+07
1027.23717	1023.098896	1017.786149	166.1403796	197.0543261	932.0114272	9.807735802	11.53049511	23.79390592	1027.318034	1023.195195	1018.243908	7.798702915	9.951933022	18.61693138	66.79469253	56.51841888	119.9738826	3.899265527	2.418288354	2.538310525	0.610439854	-0.343139109	-0.092054378	-0.360573589	74.28648476	-8.077005918	-0.001992798	0.173342958	-0.020525899	3.38E+07	3.35E+07	3.32E+07
1028.941705	1024.875857	1021.681458	203.2803699	406.4158339	1100.278831	12.11470542	14.92394051	23.48582643	1029.040481	1025.074113	1022.219781	12.16579121	12.10261818	14.86226319	57.99782256	97.47296918	180.3285154	2.334538497	3.727027191	4.629831733	0.132800751	0.504079418	-0.437266462	9.699027089	150.9633589	144.2187487	0.03374389	0.225753692	0.304945777	3.39E+07	3.36E+07	3.34E+07
1029.043934	1023.928933	1017.896246	242.8317129	641.7906023	1129.326608	13.21785299	20.83067328	25.0970113	1029.161916	1024.242281	1018.45083	13.29674074	21.30767824	19.2082914	57.14436652	97.47296918	180.3285154	2.08073389	2.369320004	4.239618324	0.03247178	0.589527103	-0.232190599	82.71893677	170.0614087	109.7323769	0.209534512	0.199755762	0.209542588	3.39E+07	3.36E+07	3.32E+07
1026.55586	1026.321964	1017.596898	218.0341147	552.9135211	626.1152644	12.06435363	19.42641558	20.72569843	1026.662052	1026.591295	1017.904496	9.949412167	18.71025554	16.19936825	53.76447262	104.60203	98.26880287	2.289710222	2.655990956	2.331452392	-0.103721377	-0.289154273	0.208870992	56.71936027	4.918471496	42.94214436	0.163358032	0.008359387	0.116223609	3.37E+07	3.37E+07	3.32E+07
1026.103144	1026.231687	1017.664185	216.9948683	546.3688415	605.2323986	10.44909552	18.05533236	20.88049919	1026.208876	1026.497854	1017.961505	7.448380154	16.55288042	17.08733394	75.66253511	122.6648276	98.26880287	4.779693628	3.701455614	2.270060752	0.723095215	0.194552394	0.098877388	82.10424999	8.131757713	67.29715302	0.238450339	0.014141009	0.185699561	3.37E+07	3.37E+07	3.32E+07
1036.525777	1026.665353	1016.258764	2597.62637	2208.065021	1664.936795	34.96279101	35.30884843	30.07225664	1037.778065	1027.740148	1017.077584	25.50857425	26.19485849	21.75778216	285.9565549	215.2000939	229.648857	7.18629875	3.327165411	4.983858563	1.472793346	0.397780462	0.5963677	645.7881576	827.5381494	250.6245123	0.269647132	0.431601772	0.120513674	3.44E+07	3.38E+07	3.31E+07
1038.384666	1027.691419	1014.226312	2540.066116	2113.503136	2010.863835	34.13516903	34.29471651	35.43210461	1039.607032	1028.719182	1015.217157	24.21558793	22.61645225	33.20561954	285.9565549	215.2000939	229.648857	7.283218908	3.510649988	3.709895004	1.418140154	0.256321011	0.48886904	529.206046	930.425711	391.8178615	0.228402492	0.451324514	0.173368578	3.46E+07	3.38E+07	3.30E+07
1028.46704	1024.481221	1017.586791	130.5783814	325.3520192	802.7156531	8.502796028	14.82587971	22.50696609	1028.53052	1024.639998	1017.981136	6.924836816	13.22307684	16.46064873	57.15675177	74.54456784	107.9803339	4.228012507	2.381033744	2.459686233	0.789223017	-0.175273121	-0.073757307	-8.626753872	171.9491239	138.4424203	-0.041853811	0.336466901	0.42761475	3.39E+07	3.36E+07	3.31E+07
1027.045916	1025.101868	1020.914968	92.06092056	164.6612435	388.4726724	7.595600302	10.90548473	15.25846762	1027.090734	1025.182179	1021.105207	6.236156761	11.29596995	10.06641878	39.31277727	51.74412313	77.03390026	2.637740983	2.180039514	3.417262053	-0.285167928	0.244347156	0.958133722	5.586697314	79.07176096	43.03337787	0.045375538	0.312640674	0.227555608	3.38E+07	3.36E+07	3.34E+07
1025.67631	1024.572658	1015.749869	109.1375926	131.2753708	241.1415142	8.494811159	9.3536337	12.32865618	1025.729512	1024.636719	1015.868563	7.355997315	7.576796185	9.179101055	36.61251785	39.73553704	67.94972737	2.295514328	2.322129202	2.944706112	-0.194792061	0.633966531	0.235117591	-17.82461244	37.03655919	2.457249081	-0.148915973	0.208162749	0.015146978	3.37E+07	3.36E+07	3.30E+07
